KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
25-001;Poczta Kielce T101, Pl. Niepodległości 2;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-001;Skrytki Pocztowe Poczta Kielce T101, Pl. Niepodległości 2;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-002;ul. Sienkiewicza Henryka od 49 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-003;ul. Wspólna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-004;ul. Paderewskiego Ignacego od 14 do 28, od 31 do 33;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-005;ul. Sienkiewicza Henryka od 33 do 47;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-006;ul. Planty od 24 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-006;ul. Solna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-007;ul. Sienkiewicza Henryka od 17 do 31;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-008;ul. Planty od 17 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-008;ul. Staszica Stanisława;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-009;ul. Zamkowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-010;Pl. Panny Marii;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-010;Pl. Zamkowy;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-011;ul. Kapitulna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-012;ul. Kilińskiego-Mała od 13 do ostatniego, od 14 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-013;ul. Skwer Żeromskiego Stefana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-014;ul. Żelazna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-014;ul. Armii Krajowej;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-015;ul. Złota;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-016;ul. Równa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-017;ul. Paderewskiego Ignacego od 2 do 12, od 1 do 29;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-018;ul. Żytnia;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-019;ul. Karczówkowska od 2 do 16, od 1 do 13;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-019;ul. Parkowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-019;ul. Zapomniana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-020;ul. Chęcińska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-021;Poczta Kielce 006, ul. Karczówkowska 20;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-022;ul. Biskupa Kaczmarka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-022;ul. Skwer Harcerski imienia Szarych Szeregów;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-023;ul. Krakowska od 32 do 50;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-024;ul. Ogrodowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-025;ul. Jana Pawła II;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-026;ul. Żabia;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-026;ul. Spacerowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-027;ul. Zacisze;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-028;ul. Owocowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-028;ul. Sadowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-029;Pl. Marszałka Piłsudskiego Józefa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-029;ul. Krakowska od 2 do 30, od 1 do 23;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-030;Poczta Kielce 010, ul. Krakowska 3;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-030;Skrytki Pocztowe Poczta Kielce 010, ul. Krakowska 3;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-031;ul. Gagarina Jurija;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-032;ul. Kwasa Zygmunta;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-033;ul. Księdza Ściegiennego Piotra od 2 do 10, od 1 do 33;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-034;ul. Granitowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-034;ul. Osobna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-035;Al. Legionów;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-035;ul. Marmurowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-036;ul. Krakowska od 25 do 37;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-037;ul. Okólnik;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-037;ul. Zaścianek;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-037;ul. Zagrodowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-038;ul. Zagonowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-039;ul. Rzeczna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-039;ul. Zakręt;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-040;ul. Pakosz;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-041;ul. Chłodna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-041;ul. Kamienna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-041;ul. Rybna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-042;ul. Żwirowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-042;ul. Kwarcytowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-042;ul. Okrężna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-043;ul. Dolna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-043;ul. Zamknięta;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-044;ul. Dzika;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-044;ul. Sucha;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-045;ul. Kusocińskiego Janusza;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-046;ul. Biesak;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-047;ul. Rondo Giedroycia Jerzego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-093;ul. Boczna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-101;ul. Wapiennikowa od 88 do ostatniego, od 85 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-102;ul. Agrestowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-102;ul. Gronowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-103;ul. Podgórska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-104;ul. Brzoskwiniowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-104;ul. Czereśniowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-105;ul. Wapiennikowa od 26 do 86, od 25 do 83;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-106;ul. Czachowskiego Dionizego od 44 do ostatniego, od 43 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-106;ul. Skalista od 2 do 12, od 1 do 11;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-107;ul. Frycza Modrzewskiego Andrzeja od 10 do ostatniego, od 9 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-107;ul. Prusa Bolesława od 12 do ostatniego, od 9 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-108;ul. Norweska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-108;ul. Paska Jana Chryzostoma;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-108;ul. Podlasie;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-108;ul. Strasza Maksymiliana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-109;ul. Duńska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-110;ul. Frycza Modrzewskiego Andrzeja od 2 do 8, od 1 do 7;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-110;ul. Prusa Bolesława od 2 do 10, od 1 do 7;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-110;ul. Tuwima Juliana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-111;ul. Matejki Jana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-111;ul. Plater Emilii;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-112;ul. Starowapiennikowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-112;ul. Wapiennikowa od 2 do 24, od 1 do 23;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-113;Poczta Kielce 003, Osiedle Barwinek 28;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-113;Skrytki Pocztowe Poczta Kielce 003, Osiedle Barwinek 28;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-114;ul. Księdza Ściegiennego Piotra od 26 do 60, od 79 do 107;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-115;ul. Księdza Ściegiennego Piotra od 62 do 80, od 109 do 123;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-116;ul. Księdza Ściegiennego Piotra od 82 do ostatniego, od 125 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-116;ul. Łotewska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-117;ul. Jędrzejowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-117;ul. Pińczowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-117;ul. Włoszczowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-118;ul. Husarska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-118;ul. Szczepaniaka Wojciecha;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-119;ul. Jana III Sobieskiego od 1 do 10;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-119;ul. Mahometańska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-120;ul. Dygasińskiego Adolfa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-120;ul. Obrońców Westerplatte;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-121;ul. Kwarciana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-121;ul. Wybraniecka od 2 do 26, od 1 do 23;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-122;ul. Chodkiewicza Karola od 2 do 34, od 1 do 39;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-122;ul. Tatarska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-123;ul. Batorego Stefana od 2 do 32, od 1 do 23;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-123;ul. Kordeckiego Augustyna od 2 do 8, od 1 do 7;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-124;ul. Jana III Sobieskiego od 12 do 40, od 11 do 47;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-124;ul. Pancerna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-125;ul. Żółkiewskiego Stanisława od 2 do 26, od 1 do 25;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-125;ul. Petyhorska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-127;Al. Na Stadion;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-128;ul. Chodkiewicza Karola od 36 do 50, od 41 do 59;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-128;ul. Wybraniecka od 28 do ostatniego, od 25 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-129;ul. Batorego Stefana od 34 do 54, od 25 do 39;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-129;ul. Kordeckiego Augustyna od 10 do 26, od 9 do 25;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-130;ul. Żółkiewskiego Stanisława od 28 do ostatniego, od 27 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-130;ul. Czarnieckiego Stefana od 2 do 8, od 1 do 5;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-130;ul. Jana III Sobieskiego od 42 do 60, od 49 do 61;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-131;ul. Janczarska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-132;ul. Batorego Stefana od 56 do ostatniego, od 41 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-132;ul. Czarnieckiego Stefana od 10 do 46, od 7 do 37;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-132;ul. Jana III Sobieskiego od 62 do 78, od 63 do 83;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-133;ul. Rajtarska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-134;ul. Kordeckiego Augustyna od 28 do 42, od 27 do 81;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-135;ul. Chodkiewicza Karola od 52 do 78, od 61 do 71;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-135;ul. Litewska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-135;ul. Szwedzka od 2 do ostatniego, od 1 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-135;ul. Wodzisławska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-135;ul. Zamojska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-136;ul. Czarnieckiego Stefana od 48 do ostatniego, od 39 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-136;ul. Jana III Sobieskiego od 80 do ostatniego, od 85 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-137;ul. Kordeckiego Augustyna od 44 do ostatniego, od 83 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-137;ul. Tarnowskiego Jana;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-138;ul. Lisowszczyków;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-139;ul. Chodkiewicza Karola od 80 do ostatniego, od 73 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-140;ul. Lubelska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-140;ul. Miechowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-140;ul. Obrzeźna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-140;ul. Rzeszowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-141;ul. Konecka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-141;ul. Opoczyńska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-142;ul. Opatowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-142;ul. Wiślicka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-143;ul. Iłżecka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-143;ul. Świętego Rafała Kalinowskiego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-144;ul. Buska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-144;ul. Łagowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-145;ul. Posłowicka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-146;ul. Leśniówka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-146;ul. Sukowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-147;ul. Skibowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-147;ul. Łanowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-148;ul. Kalinowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-149;ul. Do Modrzewia;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-149;ul. Weterynaryjna;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-150;ul. Barwinek;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-150;ul. Przyłogi;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-151;ul. Na Stole;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-152;ul. Szwoleżerów;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-154;ul. Armii Ludowej;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-155;Al. Księdza Jerzego Popiełuszki;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-201;ul. Wojska Polskiego od 84 do 152, od 83 do 121;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-202;ul. Daleszycka;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-204;ul. Domki;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-204;ul. Wojska Polskiego od 154 do 204, od 123 do 201;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-205;ul. Wojska Polskiego od 206 do ostatniego, od 203 do ostatniego;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-206;Poczta Kielce 008, ul. Wojska Polskiego 255;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-206;Skrytki Pocztowe Poczta Kielce 008, ul. Wojska Polskiego 255;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-208;ul. Dobra;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-208;ul. Orzechowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-208;ul. Łukowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-208;ul. Świerkowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-209;ul. Brzozowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-209;ul. Cedrowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-209;ul. Jałowcowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-209;ul. Rakowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-209;ul. Tujowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-210;ul. Brzechowska;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-210;ul. Dereniowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-210;ul. Sosnowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
25-211;ul. Wrzosowa;Kielce;Województwo świętokrzyskie;Miasto Kielce na prawach powiatu
